headline	lead_paragraph	web_url
Harry Jackson, 87, Artist of American West	Harry Jackson, a Marine combat artist who turned his back on a promising career as an Abstract Expressionist painter to become a prominent realist artist known for his paintings and bronze sculptures of cowboys and Indians, died on Monday in Sheridan, Wyo. He was 87 and lived in Cody, Wyo., and Camaiore, Italy. His death was confirmed by his son Matthew.	http://query.nytimes.com/gst/fullpage.html?res=9A00E4DA123BF933A05757C0A9679D8B63
Orlando Bosch, Cuban Exile, Dies at 84; Accused of Terrorism in Fighting Castro	Orlando Bosch, a Cuban-American pediatrician and militant Cuban exile leader who was accused, and then acquitted, of masterminding the 1976 bombing of a Cuban airliner in which 73 people were killed, died Wednesday in Miami. He was 84. His family announced the death. He had been hospitalized with a number of illnesses.	http://query.nytimes.com/gst/fullpage.html?res=9A01E5DA133BF93AA15757C0A9679D8B63
Bill Cook, 80, Inventor of Medical Devices	Bill Cook's first business venture -- selling shot glasses with pictures of nude women on the bottom -- flopped. But that did not stop him from developing a sprawling company that has made thousands of medical devices, including heart stents, urological equipment and living-tissue transplants. Along the way he amassed a $3.1 billion fortune, making him the 101st richest American in 2011, according to Forbes magazine. And yet he lived a modest life. He and his wife, Gayle, continued to live in the three-bedroom home they bought in 1967, having moved there from an apartment where they had used a spare bedroom to make a new sort of catheter.	http://query.nytimes.com/gst/fullpage.html?res=9907E5DC173BF93AA15757C0A9679D8B63
Elisabeth Sladen, 63, of 'Doctor Who'	LONDON (AP) -- Elisabeth Sladen, a star sidekick on the long-running British science-fiction series ''Doctor Who,'' died on April 19. She was 63. The cause was cancer, the BBC said in an announcement.	/data/daily/2011/04/28/237078.sgml
Poly Styrene, Punk Singer Of X-Ray Spex, Dies at 53	Marianne Elliot-Said, who as Poly Styrene, the pioneering, braces-wearing frontwoman of the 1970s British band X-Ray Spex, made a place for feminine brashness in punk, died on Monday in East Sussex, England. She was 53. Her death was reported on her Web site and confirmed by her manager. She had been treated for cancer at a hospice in East Sussex, near her home in St. Leonards-on-Sea, in the south of England.	http://query.nytimes.com/gst/fullpage.html?res=9805E1D8153BF93BA15757C0A9679D8B63
Madame Nhu, 87, Vietnam War Figure Who Intrigued and Infuriated, Is Dead	Madame Nhu, who as the glamorous official hostess in South Vietnam's presidential palace became a politically powerful and often harshly outspoken figure in the early years of the Vietnam War, died on Sunday in Rome, where she had been living. She was 86. Her death was confirmed by her sister, Lechi Oggeri.	http://query.nytimes.com/gst/fullpage.html?res=9806E4DB103BF934A15757C0A9679D8B63
Lynn Chandnois, 86, Steelers Star	FLINT, Mich. (AP) -- Lynn Chandnois, a special-teams star for the Pittsburgh Steelers whose average on kickoff returns was second only to that of Gale Sayers in N.F.L. history, died Tuesday in Flint. He was 86. His death was announced by Michigan State University, where Chandnois was a star on offense and defense.	/data/daily/2011/04/27/194263.sgml
Joel Colton, 92,Up-to-Date History Professor	Joel Colton, a historian who for over 50 years helped regularly update a textbook that has introduced generations of college students to modern history, died Sunday at his home in Durham, N. C. He was 92. The cause was congestive heart failure, said his son, Kenneth.	http://query.nytimes.com/gst/fullpage.html?res=9D04E3D71138F936A15757C0A9679D8B63
Mason Rudolph, Sure and Steady Tour Pro, Dies at 76	Mason Rudolph, a golfer who surged to prominence as a youthful amateur, became rookie of the year on the PGA circuit, then settled into a rock-solid 23-year PGA career, winning five tournaments and almost never missing the cut or hitting a ball out of bounds, died Monday in Tuscaloosa, Ala. He was 76. Vanderbilt University, where he coached the golf team for five seasons, announced his death. He had had two heart attacks last fall.	http://query.nytimes.com/gst/fullpage.html?res=9902E3D71038F931A15757C0A9679D8B63
Madelyn Pugh Davis, 90, 'I Love Lucy' Writer	Madelyn Pugh Davis, who with her writing partners for the classic sitcom ''I Love Lucy'' concocted zany scenes in which the harebrained Lucy dangles from a hotel balcony, poses as a sculpture or stomps and wrestles in a vat full of grapes, died Wednesday at her home in the Bel Air section of Los Angeles. She was 90. Her death was confirmed by her son, Michael Quinn Martin.	http://www.nytimes.com/2011/04/22/arts/television/madelyn-pugh-davis-writer-for-i-love-lucy-dies-at-90.html
Madelyn Pugh Davis, 90, 'I Love Lucy' Writer	Madelyn Pugh Davis, who with her writing partners for the classic sitcom ''I Love Lucy'' concocted zany scenes in which the harebrained Lucy dangles from a hotel balcony, poses as a sculpture or stomps and wrestles in a vat full of grapes, died Wednesday at her home in the Bel Air section of Los Angeles. She was 90. Her death was confirmed by her son, Michael Quinn Martin.	http://www.nytimes.com/2011/04/22/arts/television/madelyn-pugh-davis-writer-for-i-love-lucy-dies-at-90.html
Joseph Selame, 86, Designer of Logos	Joseph Selame, who created a wide array of familiar logos and brand identities for dozens of companies and nonprofit organizations, including Apple Bank, Goodwill Industries, Kodak and CVS Pharmacy, died on March 29 in Boca Raton, Fla. He was 86. He had been suffering from dementia for several years, said his son Ted, who confirmed the death. He lived in Chestnut Hill, Mass., and New Seabury, Mass.	http://query.nytimes.com/gst/fullpage.html?res=9B02E2D71338F932A15757C0A9679D8B63
Pietro Ferrero, 47, Food Company Scion	MILAN -- Pietro Ferrero, who with his brother ran Ferrero, the family-owned producer of Nutella, Tic Tacs, Ferrero Rocher and other sweets sold worldwide, died on Monday while riding a bicycle in South Africa. He was 47. The company said Mr. Ferrero, an avid cyclist, was riding a bike on his usual training run on a road in Cape Town when he fell off. The company gave no other details.	http://query.nytimes.com/gst/fullpage.html?res=9404E3DE1F38F933A15757C0A9679D8B63
Bijan Pakzad, Designer of High Fashion, Dies at 71	Bijan Pakzad, the ritzy fashion designer whose by-appointment-only Rodeo Drive boutique is billed as ''the most expensive store in the world,'' died on Saturday in Los Angeles. He was 71. Mr. Pakzad had a stroke on Thursday and was admitted to Cedars-Sinai Medical Center, his company said in a statement.	http://query.nytimes.com/gst/fullpage.html?res=9F03E4DF1338F933A15757C0A9679D8B63
Abraham Rothberg, 89, Author Steeped in History	Abraham Rothberg, an author whose works, most of them fiction, roamed from the ghettos of medieval Prague through the counterculture upheavals of America in the 1960s to the machinations of Soviet Communism, died on March 28 at his home in Rochester. He was 89. His wife, Esther Conwell, confirmed his death.	http://query.nytimes.com/gst/fullpage.html?res=9D0DE3D61F39F93BA25757C0A9679D8B63
Billy Bang, 63, Violinist Moved by Vietnam War, Dies	Billy Bang, a violinist whose gritty, expressive and spirited playing earned admiration in contemporary jazz circles, died on Monday at his home in Harlem. He was 63. The cause was complications of lung cancer, said Jean-Pierre Leduc, his friend and agent.	http://query.nytimes.com/gst/fullpage.html?res=9F02E2DD1238F934A25757C0A9679D8B63
Michael C. Latham, 82, Expert on Nutrition in Poor Nations	Michael C. Latham, an expert on international nutrition and tropical health who waged a long campaign against the use of infant formula and for the practice of breastfeeding in developing countries, died on April 1 in Boston. He was 82 and lived in Newfield, N.Y. The cause was pneumonia, his son Mark said.	http://query.nytimes.com/gst/fullpage.html?res=9C06EFDD1638F934A25757C0A9679D8B63
Yakov Kreizberg, 51, Conductor Known for Depth and Intensity	Yakov Kreizberg, an internationally known conductor praised for the depth and intensity of his interpretations, died on March 15 at his home in Monte Carlo. He was 51. The death, after a long illness, was announced on Mr. Kreizberg's Web site.	http://query.nytimes.com/gst/fullpage.html?res=9E0CE3D71139F934A25757C0A9679D8B63
Homer Smith, 79, Innovative Football Coach	Homer Smith, a football coach whose strategizing enlivened the offenses at U.C.L.A., Alabama and Arizona, and who was the coach at Army in the difficult years at the end of the Vietnam War, died Sunday at his home in Tuscaloosa, Ala. He was 79. The cause was multiple myeloma, said his daughter Kimberly Smith Hall.	http://query.nytimes.com/gst/fullpage.html?res=9B0DEEDB1738F935A25757C0A9679D8B63
Mike Campbell, 78; Fought Land Seizure	JOHANNESBURG -- Mike Campbell, a ferociously independent white Zimbabwean farmer who sued his country's autocratic ruler, Robert Mugabe, to stop the seizure of his land and improbably won, only to lose the farm when the government defied the court ruling, died on Wednesday. He was 78. The cause, the family said, was brain injuries sustained in a June 2008 beating administered by thugs from President Mugabe's party to punish Mr. Campbell for the case he had filed months earlier.	http://query.nytimes.com/gst/fullpage.html?res=9A01E5DF1139F937A25757C0A9679D8B63
Daniel Catán, 62, Mexican Opera Composer	Daniel Catán, a Mexican composer known for bringing Spanish-language operas into the international repertory, including an adaptation of the film ''Il Postino'' that starred Plácido Domingo in its world premiere last year, died last weekend in Austin, Tex. He was 62 and lived in South Pasadena, Calif. Mr. Catán is believed to have died in his sleep, his wife, Andrea Puente, said on Monday; the precise date of death had not yet been determined.	http://query.nytimes.com/gst/fullpage.html?res=9C04E2D61139F930A25757C0A9679D8B63
Gil Robbins, 80, Singer With Highwaymen	Gil Robbins, a singer, guitarist and songwriter with the folk group the Highwaymen and a fixture on the folk-music scene, died on Tuesday at his home in Esteban Cantú, Mexico. He was 80. The cause was prostate cancer, his wife, Mary, said.	http://query.nytimes.com/gst/fullpage.html?res=9D03E7DC1039F932A25757C0A9679D8B63
The Last Word: Sidney Lumet	Sidney Lumet was one of America's most prolific filmmakers. Here he discusses his career, his gritty New York films and his legacy.	http://www.nytimes.com/video/obituaries/1194838961597/lwlumet.html
Stanley Bleifeld, 86, Sculptor	WESTON, Conn. (AP) -- Stanley Bleifeld, a figurative sculptor whose bronzes adorn the National Baseball Hall of Fame, the Navy Memorial in Washington and museums including the Museum of the City of New York, died on March 26 in Norwalk, Conn. He was 86 and had homes in Weston and Pietrasanta, Italy. The cause was a brain hemorrhage after a fall in his studio, his daughter, Becky Bleifeld Black, said. Mr. Bleifield's focus in the course of his career included religious themes, work inspired by his service in the Navy during World War II and pieces that reflected his love of baseball. His best-known works include ''The Lone Sailor'' and ''The Homecoming,'' at the Navy Memorial, and baseball legends including Satchel Paige and Roy Campanella at the Baseball Hall of Fame in Cooperstown, N.Y.	/data/daily/2011/04/07/976334.sgml
William Young, 76, Leader In Secret U.S. War in Laos	CHIANG MAI, Thailand -- William Young, a missionary's son who mixed evangelical zeal with covert missions for the C.I.A. in Southeast Asia and who helped organize the ''secret war '' in Laos for the United States during the Vietnam War, died on Friday at his home here in northern Thailand. He was 76. The Thai police said he apparently killed himself. Mr. Young was found dead from a gunshot wound, a handgun next to his right hand and a crucifix in his left, the police said. He had been suffering from emphysema and numerous other ailments, his friends said.	http://query.nytimes.com/gst/fullpage.html?res=9E0CEFD8103CF935A35757C0A9679D8B63
Ned McWherter, a Tennessee Governor, Dies at 80	Ned McWherter, a sharecropper's son who as governor of Tennessee cajoled the legislature into passing a sweeping health care overhaul, making it the first state to offer health insurance to every uninsured person who wanted it, died on Monday in Nashville. He was 80. The cause was cancer, his family said.	http://query.nytimes.com/gst/fullpage.html?res=9C03E7D81739F935A35757C0A9679D8B63
David Nevin, 83, the Author Of Rousing Historical Novels	David Nevin, an author of historical novels, including the best-seller ''Dream West,'' the epic tale of John Charles Frémont's role in the opening of the American West, died on Friday in Greenwich, Conn. He was 83. The cause was complications of Parkinson's disease, his wife, Luciana, said. Mr. Nevin lived in Greenwich and died at a nursing home there.	http://query.nytimes.com/gst/fullpage.html?res=9F0CE4DC1231F935A35757C0A9679D8B63
John Adler, 51, Former Congressman	TRENTON (AP) -- John Adler, a New Jersey politician who worked his way up from town councilman to a term in Congress, died on Monday. He was 51. A spokeswoman for Mr. Adler, a Democrat, confirmed the death.	/data/daily/2011/04/06/017124.sgml
Stanley Bogdan, Fly Reel Master, Dies at 92	Stanley Bogdan, a maker of fly fishing reels so coveted that anglers were willing to spend years on a waiting list to buy them and then to pay far more than they would have for reels of only ordinary excellence, died March 27 in Nashua, N.H. He was 92 and a lifetime Nashua resident. His death was confirmed by his son, Stephen.	http://query.nytimes.com/gst/fullpage.html?res=9B02E4D91130F937A35757C0A9679D8B63
Matteo, 92, an Authority on Ethnic Dance	Matteo, an American dancer and choreographer who specialized in Spanish dance and became an authority on ethnic dance forms, died on Thursday in Englewood, N.J. He was 92. He died of complications of a stroke at the Lillian Booth Actors Home, where he had moved from Manhattan in 2008, said his great-niece Gwendolyn Dunaif.	http://query.nytimes.com/gst/fullpage.html?res=9D00EFDB1730F932A35757C0A9679D8B63
Brian O'Connell, 81, an Advocate for Philanthropies	Brian O'Connell, who helped found Independent Sector, an organization that represents the interests of charities, foundations and nonprofit giving programs in the United States, often before Congress, died March 21 at his home in Chatham, Mass. He was 81. The cause was cancer, his wife, Ann, said. In 1980, Mr. O'Connell joined John W. Gardner, the secretary of health, education and welfare in the Johnson administration and the founder of Common Cause, to create Independent Sector, which now has 550 member nonprofit organizations.	http://query.nytimes.com/gst/fullpage.html?res=9B01E5DD1730F933A05750C0A9679D8B63
George Tooker Dies at 90; Painter of Modern Anxiety	George Tooker, a painter whose haunting images of trapped clerical workers and forbidding government offices expressed a peculiarly 20th-century brand of anxiety and alienation, died on Sunday at his home in Hartland, Vt. He was 90. The cause was complications of kidney failure, Edward De Luca, director of the D C Moore Gallery in Manhattan, said.	http://query.nytimes.com/gst/fullpage.html?res=9504E3D61030F933A05750C0A9679D8B63
Ralph Mooney, 82, Master Of the Pedal Steel Guitar	Ralph Mooney, who played pedal steel guitar on hit recordings by Merle Haggard and Waylon Jennings and who was a writer of ''Crazy Arms,'' one of the most enduring shuffles in country music, died at his home in Kennedale, Tex., on Sunday. He was 82. The cause was complications of cancer, said Wanda Mooney, his wife of 62 years.	http://www.nytimes.com/2011/03/28/arts/music/ralph-mooney-master-of-the-steel-guitar-dies-at-82.html
Dorothy Young, 103, Assistant Who Kept Houdini's Secrets	From one side of the stage would glide Bess Houdini, wife of the master magician and escape artist, draped in a billowing gown like Marie Antoinette. From the other side would prance Dorothy Young, dressed as a courtly boy page in ruffled silk. At center stage, they would swirl into a minuet, then draw back the curtain as Houdini -- to the triumphal tones of ''Pomp and Circumstance'' -- stepped forward in tails to begin his flash-magic routine of drawn scarves and flapping birds.	http://query.nytimes.com/gst/fullpage.html?res=9A03E2DB1131F934A15750C0A9679D8B63
Last Word: Geraldine A. Ferraro	In 1984, Geraldine A. Ferraro became the first woman nominated for national office by a major party.	http://www.nytimes.com/video/obituaries/1194826919047/lwferraro.html
Emmett J. Rice, 91, a Former Fed Governor	Emmett J. Rice, a former Federal Reserve governor, World Bank executive and adviser on economic development who helped Nigeria set up its banking system in the 1960s, died on March 10 at his home in Camas, Wash. He was 91. The cause was congestive heart failure, said his daughter, Susan E. Rice, the United States ambassador to the United Nations. .	http://query.nytimes.com/gst/fullpage.html?res=9804E1DC1531F935A15750C0A9679D8B63
Richard Leacock, Pioneer of Cinéma Vérité, Dies at 89	Richard Leacock, a filmmaker who helped create the documentary style known as direct camera or cinéma vérité, and who played a pivotal role in making some of the most innovative documentaries of the 1960s, died on Wednesday at his home in Paris. He was 89. His death was confirmed by his daughter Victoria Leacock Hoffman.	http://query.nytimes.com/gst/fullpage.html?res=9403E1DF1131F935A15750C0A9679D8B63
Melvin Sparks, Guitarist, 64, In Varied Eras	Melvin Sparks, a guitarist whose brightly sinewy style made him an in-demand session player during the soul-jazz boom of the late 1960s and early '70s, a touchstone during the acid-jazz trend of the '90s and a wise elder on the jam-band scene of the last decade, died on March 13 at his home in Mount Vernon, N.Y. He was 64. His wife, Judy Hassan, confirmed his death and said that he had diabetes and high blood pressure.	http://query.nytimes.com/gst/fullpage.html?res=9402E1D81430F935A15750C0A9679D8B63
Robert Ross, a Master of Global Deals, Is Dead at 92	Robert Ross, a gung-ho entrepreneur who juggled global deals in things like fertilizer, pantyhose, steel and antisnoring medicine, then made his big mark by starting for-profit medical, veterinary and nursing schools in the Caribbean, died on Saturday at his home in Manhattan. He was 92. The cause was cancer of the urethra, his son Warren said.	http://query.nytimes.com/gst/fullpage.html?res=9403E7DB1531F937A15750C0A9679D8B63
Al Morgan, 91, Author and TV Producer	Al Morgan, a novelist, screenwriter, playwright and television producer who was probably best known for writing ''The Great Man,'' a 1955 novel that became the basis of a movie of the same name, died on March 3 at his home in Brattleboro, Vt. He was 91. His daughter Joey Morgan confirmed his death.	http://query.nytimes.com/gst/fullpage.html?res=9C0DE2D9133EF933A15750C0A9679D8B63
James Tyree, 53; Aided Sun-Times	CHICAGO (AP) -- James C. Tyree, the Chicago businessman who helped lead the Sun-Times Media Group out of bankruptcy, died Wednesday. He was 53. The cause was ''an unexpected complication'' of stomach cancer, said Richard S. Price, president of Mesirow Financial, where Mr. Tyree was chairman and chief executive.	/data/daily/2011/03/19/792195.sgml
Moacyr Scliar, 73, Brazilian Who Wrote of Jewish Identity	Moacyr Scliar, one of Brazil's most celebrated novelists and short-story writers, whose existential allegories explored the complexities of Jewish identity in the Diaspora, died on Feb. 27 in Porto Alegre. He was 73. The Brazilian Academy of Letters stated on its Web site (academia.org.br), that the cause was complications of a stroke.	http://query.nytimes.com/gst/fullpage.html?res=9900EED8153FF937A25750C0A9679D8B63
Kim Hill, 44, Whose Illness Inspired McDonald House	Kim Hill, whose childhood battle with leukemia inspired the first Ronald McDonald House, the model for an international network of temporary housing for families of sick children, died on Saturday in Orange, Calif. She was 44. The cause was brain cancer, her father, Fred Hill, said. When her family learned she had leukemia at age 3, doctors predicted she would not reach adulthood.	http://query.nytimes.com/gst/fullpage.html?res=9C0DE6D8163EF937A25750C0A9679D8B63
Arnost Lustig, Who Wrote Tales of Holocaust, Dies at 84	Arnost Lustig, an acclaimed Czech author who drew on his own harrowing experiences as a teenager in World War II to produce novels and short stories laced with tales of young people who survive the Holocaust, died on Feb. 26 in Prague. He was 84. The embassy of the Czech Republic in Washington confirmed his death.	http://www.nytimes.com/2011/03/06/books/06lustig.html
Johnny Preston, 71, Texas Singer	BEAUMONT, Tex. (AP) -- Johnny Preston, who had a No. 1 hit with the song ''Running Bear'' in 1960, died here on Friday. He was 71. His death was confirmed by his son, Scott, who said Mr. Preston had bypass surgery late last year and suffered from lingering health problems.	http://www.nytimes.com/2011/03/06/arts/music/06preston.html
Greg Goossen, 65, a Ballplayer Who Was in on the Joke	Yogi Berra called him overweight. Casey Stengel uttered a famous line about him. And Jim Bouton, the pitcher-turned-author, said he was the only teammate released in early spring training by the short-lived Seattle Pilots who interested him, because he could laugh at himself. Greg Goossen broke the mold. He was once a young prospect who never lived up to expectations but who made his way around the major leagues -- from the Dodgers to the Mets and teams beyond -- and wound up figuring in some memorable moments in baseball history. Each might have made him only a footnote. Together they made him into something more.	http://query.nytimes.com/gst/fullpage.html?res=9B06E0D7103FF935A35750C0A9679D8B63
Frank Chirkinian, 84, Father of Televised Golf	Frank Chirkinian, who defined televised golf as the innovative executive producer and director for CBS's coverage of the Masters tournament for 38 consecutive years, died Friday at his home in North Palm Beach, Fla. He was 84. The cause was cancer, CBS Sports said on its Web site.	http://www.nytimes.com/2011/03/06/sports/golf/06chirkinian.html
Necmettin Erbakan, 84, Islamist Turkish Leader	Necmettin Erbakan, the first Islamist prime minister of Turkey, whose attempt to turn his country away from the West led the military to depose him in 1997, died on Sunday in Ankara. He was 84. The cause was heart failure, said Dr. Tevfik Ali Kucukbas of Guven Hospital, where Mr. Erbakan had been in intensive care since mid-January.	http://query.nytimes.com/gst/fullpage.html?res=980CE0DD1E3CF937A35750C0A9679D8B63
Anant Pai, 81; Comic Books Told India's Stories	MUMBAI, India -- Anant Pai, the creator of a popular comic book series that taught several generations of Indian children the country's history and mythology, died here on Thursday. He was 81. The cause was a heart attack, his family said. He was in the hospital at the time recovering from a fall.	http://query.nytimes.com/gst/fullpage.html?res=950CE4DA113CF930A35750C0A9679D8B63
Richard F. Daines, 60, Ex-State Health Chief	Dr. Richard F. Daines, a former New York state health commissioner who espoused politically risky public health initiatives like closing hospitals and banning the use of food stamps to buy soda, died on Saturday at his family farm in Stanfordville, N.Y., in Dutchess County. He was 60. The death was confirmed by his former press secretary, Claudia Hutton.	http://query.nytimes.com/gst/fullpage.html?res=9E00E4DD1E3CF931A35750C0A9679D8B63
Troy Jackson, 38, Big Man Who 'Played Like a Guard'	Troy Jackson, one of the best-known stars of street basketball -- a showy style of play that gained global attention when its games were shown on ESPN -- died Sunday in Los Angeles. He was 38 and lived in Dix Hills, N.Y. The cause was hypertensive heart disease, the Los Angeles medical examiner's office said.	http://query.nytimes.com/gst/fullpage.html?res=9502EFD9123CF934A15751C0A9679D8B63
Roy Gussow, 92, Abstract Sculptor	Roy Gussow, an abstract sculptor whose polished stainless-steel works with swooping contours gleam in public squares and corporate spaces, died on Feb. 11 in Queens. He was 92 and had lived and worked in Long Island City, Queens, for nearly half a century. The cause was a heart attack, his daughter Jill Gussow said.	http://query.nytimes.com/gst/fullpage.html?res=9904EFDC153CF931A15751C0A9679D8B63
John Strauss, 90, Composer; Wrote Theme for 'Car 54'	There's a holdup in the Bronx, Brooklyn's broken out in fights.	http://query.nytimes.com/gst/fullpage.html?res=9D03E6D9113DF93AA25751C0A9679D8B63
Perry, Sculptor of Geometric Forms, Dies	Charles O. Perry, a sculptor who created dozens of mathematically inspired works for plazas and sculpture gardens throughout the United States and abroad, died in Norwalk, Conn.	http://www.nytimes.com/slideshow/2011/02/10/obituaries/20110211_PERRY.html
Alan Uglow, 69, a Painter of Geometries	Alan Uglow, an abstract painter of light-filled geometries whose expansive fields, bordered with notched lines, reflected in part his passion for soccer, died on Jan. 20 in Manhattan, where he lived. He was 69. The cause was complications of lung cancer, said his wife, Elena Alexander.	http://query.nytimes.com/gst/fullpage.html?res=9A03E7D81239F93AA35751C0A9679D8B63
Johannes Somary, 75, Founder Of Amor Artis Choral Group	Johannes Somary, the founder and music director of Amor Artis, a chorus and orchestra that for the last half-century has presented neglected choral masterpieces, primarily from the Baroque and Classical periods, died on Feb. 1 in the Bronx. He was 75 and lived in Riverdale. The cause was complications of a stroke, his son Stephen said.	http://query.nytimes.com/gst/fullpage.html?res=9E03E1DC143BF93AA35751C0A9679D8B63
Mary Cleere Haran, 58, Cabaret Singer	Mary Cleere Haran, a classic popular singer and writer much admired for her cabaret shows celebrating the American song book, died on Saturday in Deerfield Beach, Fla., two days after a cycling accident. She was 58 and was living in Florida, having taken a break from a career that saw her perform in every major New York supper club. Ms. Haran was struck from the side by a car coming out of a driveway, according to a friend, Bridge McIntyre. She never regained consciousness.	http://query.nytimes.com/gst/fullpage.html?res=950DE1D9123BF934A35751C0A9679D8B63
Tony Geiss, 86, Scriptwriter for 'Sesame Street'	Tony Geiss, who entertained generations of children by putting words in the mouths of Big Bird, Kermit the Frog, Elmo and other characters on ''Sesame Street,'' helping the show win 22 daytime Emmys for scriptwriting and songwriting, died on Jan. 21 in Valhalla, N.Y. He was 86 and lived in Manhattan. He had been hospitalized at Westchester Medical Center for a neck injury, Laird Townsend, his cousin, said in confirming the death.	http://query.nytimes.com/gst/fullpage.html?res=9C0DE6DE1F30F936A35751C0A9679D8B63
Ernest McCulloch, 84, Stem Cell Research Pioneer, Dies	Dr. Ernest A. McCulloch, a father of the stem cell research that scientists say holds promise for the treatment of many ailments, died on Jan. 20 in Toronto. He was 84. His death was announced by the University of Toronto, where he was an emeritus university professor.	http://query.nytimes.com/gst/fullpage.html?res=9E02E4DA1439F931A35751C0A9679D8B63
Ron Patterson, Renaissance (Fair) Man And Fan of the 16th Century, Dies at 80	Ron Patterson, who nearly half a century ago helped found the country's first Renaissance fair, which inspired a thriving nationwide industry of jousters and jesters, hawking street vendors and brave men in doublets and tights, died on Jan. 15 in Sausalito, Calif. He was 80. Mr. Patterson, who lived in San Francisco, Homewood and on a houseboat in Sausalito, had been in declining health for some time and died of natural causes, his son Kevin said.	http://query.nytimes.com/gst/fullpage.html?res=9F03E6DE1F30F931A35751C0A9679D8B63
Eleanor Galenson, 94, Expert On Children's Sexual Identity	Dr. Eleanor Galenson, a psychoanalyst whose research demonstrated that children are aware of sexual identity in infancy, even earlier than Freud had propounded, died on Jan. 15 at her home in Manhattan. She was 94. Her son Paul Himmelstein confirmed the death.	http://query.nytimes.com/gst/fullpage.html?res=980DE1D71030F932A05752C0A9679D8B63
Bernd Eichinger, 61, German Screenwriter	Bernd Eichinger, a German screenwriter and producer who made films in Germany and Hollywood, including the children's fairy tale ''The NeverEnding Story,'' the ''Resident Evil'' series derived from video games, and ''Downfall,'' a movie about the last days of the Third Reich that raised hackles for humanizing Adolf Hitler, died in Los Angeles on Monday. He was 61. The cause was a heart attack, Constantin Film, the Munich company with which he had been affiliated since the late 1970s, said in a statement.	http://query.nytimes.com/gst/fullpage.html?res=9E05E3DD1E31F932A05752C0A9679D8B63
Poppa Neutrino, 77, 'the Happiest Man in the World'	David Pearlman, an itinerant philosopher, adventurer and environmentalist widely known as Poppa Neutrino, who founded his own church, crossed the Atlantic on a raft made from scrap and invented a theoretically unstoppable football strategy, died on Sunday in New Orleans. He was 77. He had no fixed abode but had spent the last two years in Burlington, Vt., building and testing a new raft on Lake Champlain that he planned to sail around the globe.	http://query.nytimes.com/gst/fullpage.html?res=9B00E4DA1430F933A05752C0A9679D8B63
John D. Kendall Dies at 93; Leader in Music Training	John D. Kendall, who half a century ago helped revitalize string playing in the United States by introducing Americans to the Suzuki method, a system of instruction that lets very young children learn to play instruments before they can even read music, died on Jan. 6 in Ann Arbor, Mich. He was 93. The cause was complications of a recent stroke, his daughter, Nancy Foster, said. At his death, Mr. Kendall was emeritus professor of music at Southern Illinois University, Edwardsville, where he had taught from 1963 to 1994, and lived in Ann Arbor.	http://query.nytimes.com/gst/fullpage.html?res=9E00EEDA1331F936A15752C0A9679D8B63
Gordon Murray, Wall Street Retiree and Author, Dies at 60	Gordon S. Murray, a former Wall Street executive who chose not to go quietly into the night, writing and publishing himself a popular paperback guide for ordinary investors while he was struggling with terminal cancer, died Saturday at his home in Burlingame, Calif., days before his book was scheduled to come out in hardcover. He was 60. The cause was glioblastoma, an aggressive brain cancer, his wife, Randi, said.	http://query.nytimes.com/gst/fullpage.html?res=9B06E1DD1E3EF937A15752C0A9679D8B63
Paul Picerni, 88, Actor in 'The Untouchables'	Paul Picerni, a prolific television and screen actor best known as Agent Eliot Ness's right-hand man in the hit 1960s series ''The Untouchables,'' died on Jan. 12 at his home in Llano, Calif. He was 88. The cause was a heart attack, his manager, John Gloske, said.	http://www.nytimes.com/2011/01/24/arts/television/24picerni.html
Michael Langham, Theater Director Of Myriad Classics, Is Dead at 91	Michael Langham, a classical-theater director who honed his craft in a Nazi prisoner-of-war camp and went on to become the artistic head of the Stratford Shakespeare Festival in Ontario, Canada, and the Guthrie Theater in Minneapolis and to direct Shakespeare and Molière on Broadway, died on Jan. 15 at his home in Kent, England. He was 91. Mr. Langham did not recover from a chest infection contracted before Christmas, said Ann Swerdfager, a spokeswoman for the Stratford festival, where Mr. Langham was artistic director from the 1956 season through the 1967 season. He was also the director of the drama division of the Juilliard School from 1979 to 1992.	http://query.nytimes.com/gst/fullpage.html?res=9D01EFD91731F930A15752C0A9679D8B63
Remmy Ongala, 63, Tanzanian Music Star	In 1990, as the AIDS epidemic was gathering strength in Africa, the Tanzanian songwriter, singer, guitarist and bandleader Remmy Ongala released an ebullient dance track called ''Mambo Kwa Soksi'' (''Things With Socks''). Its lyrics called for men to use condoms (''socks'') to prevent AIDS, and it stirred up controversy; Radio Tanzania refused to play it. But it became one of Mr. Ongala's best-known songs in a career as Tanzania's most beloved and influential musician, on and off the dance floor, with songs that had both a groove and a conscience. He sang serious thoughts about poverty, corruption, mortality, faith and Tanzanian pride, and he called his music ''ubongo beat'' -- ''ubongo'' is Swahili for ''brain.''	http://query.nytimes.com/gst/fullpage.html?res=9503EEDD1E3FF93BA25752C0A9679D8B63
Romulus Linney Dies at 80; Playwright of Wide Range	Romulus Linney, a playwright who roved along many intellectual paths, exploring the Southern Appalachian culture of his upbringing, refashioning classical works for modern times and adapting contemporary novels for the stage, died on Saturday at home in Germantown, N.Y. He was 80 and also had a home in Manhattan. The cause was lung cancer, said his wife, Laura Callanan.	http://query.nytimes.com/gst/fullpage.html?res=9E03E7DB173EF934A25752C0A9679D8B63
